# Average Runtimes (10000 Files)

File sizes = 1byte, 10000 files ---------------

test1

98872011 function calls (98869184 primitive calls) in 72.844 seconds

    Ordered by: cumulative time

       ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    12565038    3.697    0.000    3.697    0.000 {method 'translate' of 'str' objects}
    23927735    3.442    0.000    3.442    0.000 {built-in method builtins.isinstance}
    2801123    1.818    0.000    2.557    0.000 re.py:271(_compile)
    2861144    1.896    0.000    1.896    0.000 {method 'match' of 're.Pattern' objects}
    5742643    1.270    0.000    1.270    0.000 {method 'replace' of 'str' objects}
    692036    0.418    0.000    1.263    0.000 random.py:256(choice)
    5752823    1.066    0.000    1.066    0.000 {built-in method nt.fspath}
    10177    0.019    0.000    1.041    0.000 genericpath.py:48(getsize)
    10177    0.028    0.000    0.938    0.000 crypy_py.py:352(text_generator)
    20354    0.153    0.000    0.919    0.000 {method 'join' of 'str' objects}
    5722288    0.847    0.000    0.847    0.000 {method 'lower' of 'str' objects}
    9967    0.048    0.000    0.808    0.000 blockalgo.py:187(encrypt)
    10177    0.168    0.000    0.793    0.000 crypy_py.py:357(<listcomp>)
    376549    0.127    0.000    0.766    0.000 crypy_py.py:353(<genexpr>)
    9967    0.761    0.000    0.761    0.000 {method 'encrypt' of '_AES' objects}
    692036    0.447    0.000    0.746    0.000 random.py:224(_randbelow)
    19934    0.713    0.000    0.713    0.000 {method 'read' of '_io.BufferedReader' objects}

test5

98952124 function calls (98949297 primitive calls) in 190.572 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10177    0.431    0.000  115.079    0.011 crypy_py.py:355(generate_file)
    10177    1.290    0.000  106.072    0.010 crypy_py.py:334(encrypt_file)
    19935   94.311    0.005   94.311    0.005 {built-in method io.open}
    10178    1.422    0.000   64.630    0.006 crypy_py.py:29(find_files)
    2861144    4.698    0.000   62.912    0.000 fnmatch.py:19(fnmatch)
    2861144    4.166    0.000   45.241    0.000 fnmatch.py:64(fnmatchcase)
    2801123    3.480    0.000   38.030    0.000 fnmatch.py:38(_compile_pattern)
    2801123   11.191    0.000   28.991    0.000 fnmatch.py:74(translate)
    12565038   10.376    0.000   17.272    0.000 re.py:252(escape)
    5722288    7.987    0.000   12.973    0.000 ntpath.py:44(normcase)
    10177    0.037    0.000   10.863    0.001 crypy_py.py:16(delete_file)
    10177   10.826    0.001   10.826    0.001 {built-in method nt.remove}
    29901    7.479    0.000    7.479    0.000 {method 'write' of '_io.BufferedWriter' objects}
    20355    6.232    0.000    6.232    0.000 {built-in method nt.stat}
    10177    0.029    0.000    5.438    0.001 crypy_py.py:326(make_directory)
    10178    0.019    0.000    5.409    0.001 genericpath.py:16(exists)
    2801123    1.744    0.000    4.992    0.000 re.py:232(compile)
    23927735    4.751    0.000    4.751    0.000 {built-in method builtins.isinstance}
    12565038    4.603    0.000    4.603    0.000 {method 'translate' of 'str' objects}
    2801123    2.400    0.000    3.247    0.000 re.py:271(_compile)
    2861144    3.044    0.000    3.044    0.000 {method 'match' of 're.Pattern' objects}
    692036    1.051    0.000    1.961    0.000 random.py:256(choice)
    10177    0.027    0.000    1.566    0.000 crypy_py.py:352(text_generator)
    10177    0.613    0.000    1.563    0.000 crypy_py.py:357(<listcomp>)
    20354    0.369    0.000    1.548    0.000 {method 'join' of 'str' objects}
    5742643    1.449    0.000    1.449    0.000 {method 'replace' of 'str' objects}
    5722288    1.297    0.000    1.297    0.000 {method 'lower' of 'str' objects}
    376549    0.168    0.000    1.180    0.000 crypy_py.py:353(<genexpr>)
    5752823    1.171    0.000    1.171    0.000 {built-in method nt.fspath}
    19934    1.002    0.000    1.002    0.000 {method 'read' of '_io.BufferedReader' objects}
    3569790/3568942    0.901    0.000    0.901    0.000 {built-in method builtins.len}
    10177    0.022    0.000    0.864    0.000 genericpath.py:48(getsize)
    692036    0.513    0.000    0.788    0.000 random.py:224(_randbelow)
    9967    0.043    0.000    0.619    0.000 blockalgo.py:187(encrypt)
    9967    0.576    0.000    0.576    0.000 {method 'encrypt' of '_AES' objects}


File sizes = 100000bytes, 10000 files ---------------

test1

99011683 function calls (99008856 primitive calls) in 205.776 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10177    0.207    0.000  144.291    0.014 crypy_py.py:355(generate_file)
    10177    2.149    0.000  136.421    0.013 crypy_py.py:334(encrypt_file)
    19935  115.076    0.006  115.076    0.006 {built-in method io.open}
    10178    1.196    0.000   49.002    0.005 crypy_py.py:29(find_files)
    2861144    2.887    0.000   47.623    0.000 fnmatch.py:19(fnmatch)
    2861144    3.965    0.000   34.917    0.000 fnmatch.py:64(fnmatchcase)
    2801123    2.876    0.000   28.890    0.000 fnmatch.py:38(_compile_pattern)
    2801123    9.504    0.000   21.102    0.000 fnmatch.py:74(translate)
    10177    0.042    0.000   12.483    0.001 crypy_py.py:16(delete_file)
    10177   12.441    0.001   12.441    0.001 {built-in method nt.remove}
    12565038    6.117    0.000   10.989    0.000 re.py:252(escape)
    39867   10.118    0.000   10.118    0.000 {method 'write' of '_io.BufferedWriter' objects}
    5722288    5.444    0.000    9.819    0.000 ntpath.py:44(normcase)
    20355    6.878    0.000    6.878    0.000 {built-in method nt.stat}
    19933    0.087    0.000    6.717    0.000 blockalgo.py:187(encrypt)
    19933    6.630    0.000    6.630    0.000 {method 'encrypt' of '_AES' objects}
    10177    0.024    0.000    5.926    0.001 crypy_py.py:326(make_directory)
    10178    0.020    0.000    5.901    0.001 genericpath.py:16(exists)
    2801123    1.222    0.000    4.510    0.000 re.py:232(compile)
    23927735    3.522    0.000    3.522    0.000 {built-in method builtins.isinstance}
    12565038    3.395    0.000    3.395    0.000 {method 'translate' of 'str' objects}
    2801123    2.552    0.000    3.288    0.000 re.py:271(_compile)
    2861144    2.062    0.000    2.062    0.000 {method 'match' of 're.Pattern' objects}
    5752823    1.308    0.000    1.308    0.000 {built-in method nt.fspath}
    692036    0.556    0.000    1.306    0.000 random.py:256(choice)
    5722288    1.073    0.000    1.073    0.000 {method 'lower' of 'str' objects}
    5742643    1.068    0.000    1.068    0.000 {method 'replace' of 'str' objects}
    10177    0.021    0.000    1.018    0.000 genericpath.py:48(getsize)
    10177    0.030    0.000    0.943    0.000 crypy_py.py:352(text_generator)
    20354    0.088    0.000    0.923    0.000 {method 'join' of 'str' objects}
    29900    0.919    0.000    0.919    0.000 {method 'read' of '_io.BufferedReader' objects}

test2

99011820 function calls (99008993 primitive calls) in 197.105 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10177    0.183    0.000  139.255    0.014 crypy_py.py:355(generate_file)
    10177    1.826    0.000  132.777    0.013 crypy_py.py:334(encrypt_file)
    19935  115.215    0.006  115.215    0.006 {built-in method io.open}
    10178    1.251    0.000   47.978    0.005 crypy_py.py:29(find_files)
    2861144    3.024    0.000   46.584    0.000 fnmatch.py:19(fnmatch)
    2861144    3.369    0.000   33.370    0.000 fnmatch.py:64(fnmatchcase)
    2801123    2.602    0.000   27.751    0.000 fnmatch.py:38(_compile_pattern)
    2801123    8.209    0.000   20.241    0.000 fnmatch.py:74(translate)
    12565038    6.447    0.000   11.670    0.000 re.py:252(escape)
    5722288    6.192    0.000   10.190    0.000 ntpath.py:44(normcase)
    10177    0.038    0.000    9.872    0.001 crypy_py.py:16(delete_file)
    10177    9.834    0.001    9.834    0.001 {built-in method nt.remove}
    39867    7.742    0.000    7.742    0.000 {method 'write' of '_io.BufferedWriter' objects}
    20355    5.843    0.000    5.843    0.000 {built-in method nt.stat}
    19933    0.094    0.000    5.353    0.000 blockalgo.py:187(encrypt)
    19933    5.260    0.000    5.260    0.000 {method 'encrypt' of '_AES' objects}
    10177    0.024    0.000    4.749    0.000 crypy_py.py:326(make_directory)
    10178    0.017    0.000    4.724    0.000 genericpath.py:16(exists)
    23927735    4.166    0.000    4.166    0.000 {built-in method builtins.isinstance}
    2801123    1.260    0.000    4.066    0.000 re.py:232(compile)
    12565038    3.623    0.000    3.623    0.000 {method 'translate' of 'str' objects}
    2801123    1.979    0.000    2.806    0.000 re.py:271(_compile)
    2861144    2.250    0.000    2.250    0.000 {method 'match' of 're.Pattern' objects}
    5742643    1.219    0.000    1.219    0.000 {method 'replace' of 'str' objects}
    10177    0.017    0.000    1.153    0.000 genericpath.py:48(getsize)
    692036    0.379    0.000    1.118    0.000 random.py:256(choice)
    5752823    0.985    0.000    0.985    0.000 {built-in method nt.fspath}
    29900    0.906    0.000    0.906    0.000 {method 'read' of '_io.BufferedReader' objects}

test3

99011663 function calls (99008836 primitive calls) in 217.430 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10177    0.213    0.000  158.189    0.016 crypy_py.py:355(generate_file)
    10177    2.184    0.000  151.078    0.015 crypy_py.py:334(encrypt_file)
    19935  132.978    0.007  132.978    0.007 {built-in method io.open}
    10178    1.314    0.000   46.132    0.005 crypy_py.py:29(find_files)
    2861144    3.123    0.000   44.440    0.000 fnmatch.py:19(fnmatch)
    2861144    3.115    0.000   31.774    0.000 fnmatch.py:64(fnmatchcase)
    2801123    2.911    0.000   26.526    0.000 fnmatch.py:38(_compile_pattern)
    2801123    7.702    0.000   19.476    0.000 fnmatch.py:74(translate)
    10177    0.043    0.000   13.109    0.001 crypy_py.py:16(delete_file)
    10177   13.066    0.001   13.066    0.001 {built-in method nt.remove}
    12565038    6.651    0.000   11.435    0.000 re.py:252(escape)
    5722288    5.542    0.000    9.543    0.000 ntpath.py:44(normcase)
    39867    7.852    0.000    7.852    0.000 {method 'write' of '_io.BufferedWriter' objects}
    20355    6.306    0.000    6.306    0.000 {built-in method nt.stat}
    19933    0.088    0.000    5.623    0.000 blockalgo.py:187(encrypt)
    19933    5.535    0.000    5.535    0.000 {method 'encrypt' of '_AES' objects}
    10177    0.024    0.000    5.385    0.001 crypy_py.py:326(make_directory)
    10178    0.017    0.000    5.356    0.001 genericpath.py:16(exists)
    2801123    1.012    0.000    3.758    0.000 re.py:232(compile)
    23927735    3.482    0.000    3.482    0.000 {built-in method builtins.isinstance}
    12565038    3.322    0.000    3.322    0.000 {method 'translate' of 'str' objects}
    2801123    2.030    0.000    2.746    0.000 re.py:271(_compile)
    2861144    2.133    0.000    2.133    0.000 {method 'match' of 're.Pattern' objects}
    5742643    1.481    0.000    1.481    0.000 {method 'replace' of 'str' objects}
    29900    1.138    0.000    1.138    0.000 {method 'read' of '_io.BufferedReader' objects}

test4

99011380 function calls (99008553 primitive calls) in 208.386 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10177    0.190    0.000  151.353    0.015 crypy_py.py:355(generate_file)
    10177    1.778    0.000  144.168    0.014 crypy_py.py:334(encrypt_file)
    19935  126.069    0.006  126.069    0.006 {built-in method io.open}
    10178    1.227    0.000   44.823    0.004 crypy_py.py:29(find_files)
    2861144    2.997    0.000   43.454    0.000 fnmatch.py:19(fnmatch)
    2861144    2.868    0.000   31.381    0.000 fnmatch.py:64(fnmatchcase)
    2801123    3.160    0.000   26.365    0.000 fnmatch.py:38(_compile_pattern)
    2801123    7.868    0.000   19.276    0.000 fnmatch.py:74(translate)
    10177    0.038    0.000   12.210    0.001 crypy_py.py:16(delete_file)
    10177   12.172    0.001   12.172    0.001 {built-in method nt.remove}
    12565038    6.190    0.000   11.061    0.000 re.py:252(escape)
    5722288    5.494    0.000    9.076    0.000 ntpath.py:44(normcase)
    39867    8.114    0.000    8.114    0.000 {method 'write' of '_io.BufferedWriter' objects}
    20355    6.393    0.000    6.393    0.000 {built-in method nt.stat}
    19933    0.209    0.000    5.873    0.000 blockalgo.py:187(encrypt)
    19933    5.664    0.000    5.664    0.000 {method 'encrypt' of '_AES' objects}
    10177    0.113    0.000    5.388    0.001 crypy_py.py:326(make_directory)
    10178    0.018    0.000    5.268    0.001 genericpath.py:16(exists)
    2801123    0.958    0.000    3.552    0.000 re.py:232(compile)
    12565038    3.510    0.000    3.510    0.000 {method 'translate' of 'str' objects}
    23927735    3.208    0.000    3.208    0.000 {built-in method builtins.isinstance}
    2801123    1.906    0.000    2.594    0.000 re.py:271(_compile)
    2861144    2.148    0.000    2.148    0.000 {method 'match' of 're.Pattern' objects}
    10177    0.019    0.000    1.162    0.000 genericpath.py:48(getsize)
    5742643    1.069    0.000    1.069    0.000 {method 'replace' of 'str' objects}
    692036    0.361    0.000    1.001    0.000 random.py:256(choice)
    5752823    0.916    0.000    0.916    0.000 {built-in method nt.fspath}
    10177    0.376    0.000    0.890    0.000 crypy_py.py:357(<listcomp>)
    29900    0.881    0.000    0.881    0.000 {method 'read' of '_io.BufferedReader' objects}

test5

99011977 function calls (99009150 primitive calls) in 196.852 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10177    0.184    0.000  139.573    0.014 crypy_py.py:355(generate_file)
    10177    2.163    0.000  133.771    0.013 crypy_py.py:334(encrypt_file)
    19935  115.883    0.006  115.883    0.006 {built-in method io.open}
    10178    1.448    0.000   45.446    0.004 crypy_py.py:29(find_files)
    2861144    2.896    0.000   43.844    0.000 fnmatch.py:19(fnmatch)
    2861144    2.984    0.000   31.724    0.000 fnmatch.py:64(fnmatchcase)
    2801123    2.482    0.000   26.988    0.000 fnmatch.py:38(_compile_pattern)
    2801123    8.466    0.000   20.361    0.000 fnmatch.py:74(translate)
    10177    0.039    0.000   11.832    0.001 crypy_py.py:16(delete_file)
    10177   11.793    0.001   11.793    0.001 {built-in method nt.remove}
    12565038    6.233    0.000   11.548    0.000 re.py:252(escape)
    5722288    5.171    0.000    9.224    0.000 ntpath.py:44(normcase)
    39867    8.109    0.000    8.109    0.000 {method 'write' of '_io.BufferedWriter' objects}
    19933    0.084    0.000    5.492    0.000 blockalgo.py:187(encrypt)
    19933    5.408    0.000    5.408    0.000 {method 'encrypt' of '_AES' objects}
    20355    5.109    0.000    5.109    0.000 {built-in method nt.stat}
    10177    0.023    0.000    4.191    0.000 crypy_py.py:326(make_directory)
    10178    0.017    0.000    4.164    0.000 genericpath.py:16(exists)
    12565038    3.986    0.000    3.986    0.000 {method 'translate' of 'str' objects}
    2801123    0.970    0.000    3.788    0.000 re.py:232(compile)
    23927735    3.696    0.000    3.696    0.000 {built-in method builtins.isinstance}
    2801123    2.060    0.000    2.819    0.000 re.py:271(_compile)
    2861144    1.752    0.000    1.752    0.000 {method 'match' of 're.Pattern' objects}
    5742643    1.123    0.000    1.123    0.000 {method 'replace' of 'str' objects}
    692036    0.384    0.000    1.025    0.000 random.py:256(choice)
    10177    0.019    0.000    0.982    0.000 genericpath.py:48(getsize)
    29900    0.850    0.000    0.850    0.000 {method 'read' of '_io.BufferedReader' objects}


File sizes = 1000000bytes, 10000 files ---------------

test1

99848980 function calls (99846153 primitive calls) in 352.819 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10177    0.190    0.000  294.682    0.029 crypy_py.py:355(generate_file)
    10177    3.272    0.000  288.204    0.028 crypy_py.py:334(encrypt_file)
    19935  198.687    0.010  198.687    0.010 {built-in method io.open}
    159457    0.409    0.000   59.049    0.000 blockalgo.py:187(encrypt)
    159457   58.640    0.000   58.640    0.000 {method 'encrypt' of '_AES' objects}
    10178    1.190    0.000   49.484    0.005 crypy_py.py:29(find_files)
    2861144    3.479    0.000   48.111    0.000 fnmatch.py:19(fnmatch)
    2861144    3.438    0.000   34.047    0.000 fnmatch.py:64(fnmatchcase)
    2801123    2.795    0.000   28.627    0.000 fnmatch.py:38(_compile_pattern)
    2801123    8.780    0.000   21.082    0.000 fnmatch.py:74(translate)
    179391   18.065    0.000   18.065    0.000 {method 'write' of '_io.BufferedWriter' objects}
    12565038    6.371    0.000   11.876    0.000 re.py:252(escape)
    5722288    6.021    0.000   10.584    0.000 ntpath.py:44(normcase)
    10177    0.050    0.000    8.652    0.001 crypy_py.py:16(delete_file)
    10177    8.603    0.001    8.603    0.001 {built-in method nt.remove}
    20355    7.419    0.000    7.419    0.000 {built-in method nt.stat}
    169424    5.728    0.000    5.728    0.000 {method 'read' of '_io.BufferedReader' objects}

test2

99848855 function calls (99846028 primitive calls) in 384.428 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10177    0.202    0.000  326.941    0.032 crypy_py.py:355(generate_file)
    10177    3.470    0.000  318.353    0.031 crypy_py.py:334(encrypt_file)
    19935  226.773    0.011  226.773    0.011 {built-in method io.open}
    159457    0.438    0.000   59.989    0.000 blockalgo.py:187(encrypt)
    159457   59.551    0.000   59.551    0.000 {method 'encrypt' of '_AES' objects}
    10178    1.109    0.000   48.070    0.005 crypy_py.py:29(find_files)
    2861144    3.187    0.000   46.713    0.000 fnmatch.py:19(fnmatch)
    2861144    3.071    0.000   33.484    0.000 fnmatch.py:64(fnmatchcase)
    2801123    3.029    0.000   28.554    0.000 fnmatch.py:38(_compile_pattern)
    2801123    8.122    0.000   20.786    0.000 fnmatch.py:74(translate)
    179391   18.469    0.000   18.469    0.000 {method 'write' of '_io.BufferedWriter' objects}
    12565038    6.340    0.000   12.227    0.000 re.py:252(escape)
    5722288    5.844    0.000   10.041    0.000 ntpath.py:44(normcase)
    20355    9.711    0.000    9.711    0.000 {built-in method nt.stat}
    10177    0.052    0.000    9.417    0.001 crypy_py.py:16(delete_file)
    10177    9.365    0.001    9.365    0.001 {built-in method nt.remove}
    10177    0.027    0.000    6.418    0.001 crypy_py.py:326(make_directory)
    10178    0.019    0.000    6.386    0.001 genericpath.py:16(exists)
    169424    5.823    0.000    5.823    0.000 {method 'read' of '_io.BufferedReader' objects}

test3

99848946 function calls (99846119 primitive calls) in 403.086 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10177    0.194    0.000  338.731    0.033 crypy_py.py:355(generate_file)
    10177    4.157    0.000  326.803    0.032 crypy_py.py:334(encrypt_file)
    19935  230.896    0.012  230.896    0.012 {built-in method io.open}
    159457    0.436    0.000   62.578    0.000 blockalgo.py:187(encrypt)
    159457   62.142    0.000   62.142    0.000 {method 'encrypt' of '_AES' objects}
    10178    1.372    0.000   52.967    0.005 crypy_py.py:29(find_files)
    2861144    3.990    0.000   51.449    0.000 fnmatch.py:19(fnmatch)
    2861144    3.671    0.000   36.266    0.000 fnmatch.py:64(fnmatchcase)
    2801123    3.225    0.000   30.232    0.000 fnmatch.py:38(_compile_pattern)
    2801123    9.038    0.000   21.451    0.000 fnmatch.py:74(translate)
    179391   19.320    0.000   19.320    0.000 {method 'write' of '_io.BufferedWriter' objects}
    20355   12.950    0.001   12.950    0.001 {built-in method nt.stat}
    12565038    6.618    0.000   12.028    0.000 re.py:252(escape)
    10177    0.041    0.000   11.388    0.001 crypy_py.py:16(delete_file)
    10177   11.348    0.001   11.348    0.001 {built-in method nt.remove}
    5722288    6.583    0.000   11.193    0.000 ntpath.py:44(normcase)
    10177    0.125    0.000   10.023    0.001 crypy_py.py:326(make_directory)
    10178    0.019    0.000    9.894    0.001 genericpath.py:16(exists)
    169424    6.311    0.000    6.311    0.000 {method 'read' of '_io.BufferedReader' objects}

test4

99848851 function calls (99846024 primitive calls) in 338.397 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10177    0.287    0.000  277.021    0.027 crypy_py.py:355(generate_file)
    10177    3.209    0.000  267.960    0.026 crypy_py.py:334(encrypt_file)
    19935  179.198    0.009  179.198    0.009 {built-in method io.open}
    159457    0.400    0.000   59.268    0.000 blockalgo.py:187(encrypt)
    159457   58.868    0.000   58.868    0.000 {method 'encrypt' of '_AES' objects}
    10178    1.197    0.000   52.346    0.005 crypy_py.py:29(find_files)
    2861144    3.164    0.000   51.003    0.000 fnmatch.py:19(fnmatch)
    2861144    3.372    0.000   36.538    0.000 fnmatch.py:64(fnmatchcase)
    2801123    3.762    0.000   31.350    0.000 fnmatch.py:38(_compile_pattern)
    2801123    8.962    0.000   22.861    0.000 fnmatch.py:74(translate)
    179391   17.218    0.000   17.218    0.000 {method 'write' of '_io.BufferedWriter' objects}
    12565038    7.822    0.000   13.485    0.000 re.py:252(escape)
    5722288    6.469    0.000   11.302    0.000 ntpath.py:44(normcase)
    20355   10.566    0.001   10.566    0.001 {built-in method nt.stat}
    10177    0.038    0.000    9.030    0.001 crypy_py.py:16(delete_file)
    10177    8.992    0.001    8.992    0.001 {built-in method nt.remove}
    10177    0.105    0.000    7.122    0.001 crypy_py.py:326(make_directory)
    10178    0.023    0.000    7.017    0.001 genericpath.py:16(exists)
    169424    5.053    0.000    5.053    0.000 {method 'read' of '_io.BufferedReader' objects}

test5

99848741 function calls (99845914 primitive calls) in 339.064 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10177    0.174    0.000  282.725    0.028 crypy_py.py:355(generate_file)
    10177    3.076    0.000  274.710    0.027 crypy_py.py:334(encrypt_file)
    19935  188.711    0.009  188.711    0.009 {built-in method io.open}
    159457    0.433    0.000   57.974    0.000 blockalgo.py:187(encrypt)
    159457   57.542    0.000   57.542    0.000 {method 'encrypt' of '_AES' objects}
    10178    1.015    0.000   47.278    0.005 crypy_py.py:29(find_files)
    2861144    3.375    0.000   46.125    0.000 fnmatch.py:19(fnmatch)
    2861144    3.075    0.000   32.522    0.000 fnmatch.py:64(fnmatchcase)
    2801123    2.714    0.000   27.340    0.000 fnmatch.py:38(_compile_pattern)
    2801123    8.124    0.000   20.499    0.000 fnmatch.py:74(translate)
    179391   16.692    0.000   16.692    0.000 {method 'write' of '_io.BufferedWriter' objects}
    12565038    6.653    0.000   11.862    0.000 re.py:252(escape)
    5722288    5.594    0.000   10.229    0.000 ntpath.py:44(normcase)
    10177    0.040    0.000    9.061    0.001 crypy_py.py:16(delete_file)
    10177    9.021    0.001    9.021    0.001 {built-in method nt.remove}
    20355    8.843    0.000    8.843    0.000 {built-in method nt.stat}
    10177    0.026    0.000    6.156    0.001 crypy_py.py:326(make_directory)
    10178    0.016    0.000    6.129    0.001 genericpath.py:16(exists)
    169424    5.084    0.000    5.084    0.000 {method 'read' of '_io.BufferedReader' objects}


File sizes = 10000000bytes, 10000 files ---------------

test1

108040706 function calls (108037879 primitive calls) in 1681.718 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10177    0.201    0.000 1605.425    0.158 crypy_py.py:355(generate_file)
    10177   14.540    0.001 1594.352    0.157 crypy_py.py:334(encrypt_file)
    19935  671.322    0.034  671.322    0.034 {built-in method io.open}
    1524799    4.726    0.000  605.116    0.000 blockalgo.py:187(encrypt)
    1524799  600.390    0.000  600.390    0.000 {method 'encrypt' of '_AES' objects}
    1544733  166.869    0.000  166.869    0.000 {method 'write' of '_io.BufferedWriter' objects}
    1534766  129.206    0.000  129.206    0.000 {method 'read' of '_io.BufferedReader' objects}
    10178    1.127    0.000   54.089    0.005 crypy_py.py:29(find_files)
    2861144    3.480    0.000   52.816    0.000 fnmatch.py:19(fnmatch)
    2861144    3.496    0.000   36.642    0.000 fnmatch.py:64(fnmatchcase)
    2801123    2.827    0.000   30.748    0.000 fnmatch.py:38(_compile_pattern)
    2801123    8.503    0.000   23.012    0.000 fnmatch.py:74(translate)
    10177    0.051    0.000   22.204    0.002 crypy_py.py:16(delete_file)
    10177   22.153    0.002   22.153    0.002 {built-in method nt.remove}
    12565038    8.026    0.000   14.096    0.000 re.py:252(escape)
    20355   13.552    0.001   13.552    0.001 {built-in method nt.stat}
    5722288    8.133    0.000   12.694    0.000 ntpath.py:44(normcase)
    10177    0.022    0.000    8.442    0.001 crypy_py.py:326(make_directory)
    10178    0.018    0.000    8.418    0.001 genericpath.py:16(exists)
    10177    0.023    0.000    5.174    0.001 genericpath.py:48(getsize)
    23927735    4.666    0.000    4.666    0.000 {built-in method builtins.isinstance}
    2801123    1.325    0.000    4.394    0.000 re.py:232(compile)
    12565038    3.951    0.000    3.951    0.000 {method 'translate' of 'str' objects}
    2801123    2.102    0.000    3.069    0.000 re.py:271(_compile)
    2861144    2.399    0.000    2.399    0.000 {method 'match' of 're.Pattern' objects}
    6599454/6598606    2.322    0.000    2.323    0.000 {built-in method builtins.len}
    692036    0.706    0.000    1.589    0.000 random.py:256(choice)

test2

108040999 function calls (108038172 primitive calls) in 1684.156 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10177    0.193    0.000 1603.217    0.158 crypy_py.py:355(generate_file)
    10177   12.666    0.001 1588.669    0.156 crypy_py.py:334(encrypt_file)
    19935  667.154    0.033  667.154    0.033 {built-in method io.open}
    1524799    3.375    0.000  617.131    0.000 blockalgo.py:187(encrypt)
    1524799  613.757    0.000  613.757    0.000 {method 'encrypt' of '_AES' objects}
    1544733  165.294    0.000  165.294    0.000 {method 'write' of '_io.BufferedWriter' objects}
    1534766  120.299    0.000  120.299    0.000 {method 'read' of '_io.BufferedReader' objects}
    10178    1.346    0.000   47.090    0.005 crypy_py.py:29(find_files)
    2861144    2.797    0.000   45.544    0.000 fnmatch.py:19(fnmatch)
    10177    0.039    0.000   33.849    0.003 crypy_py.py:16(delete_file)
    10177   33.810    0.003   33.810    0.003 {built-in method nt.remove}
    2861144    3.304    0.000   32.040    0.000 fnmatch.py:64(fnmatchcase)
    2801123    2.631    0.000   26.914    0.000 fnmatch.py:38(_compile_pattern)
    2801123    8.585    0.000   19.885    0.000 fnmatch.py:74(translate)
    20355   17.107    0.001   17.107    0.001 {built-in method nt.stat}
    10177    0.025    0.000   12.671    0.001 crypy_py.py:326(make_directory)
    10178    0.020    0.000   12.645    0.001 genericpath.py:16(exists)
    12565038    5.943    0.000   10.941    0.000 re.py:252(escape)
    5722288    6.202    0.000   10.707    0.000 ntpath.py:44(normcase)
    10177    0.034    0.000    4.516    0.000 genericpath.py:48(getsize)
    2801123    1.272    0.000    4.041    0.000 re.py:232(compile)
    23927735    3.630    0.000    3.630    0.000 {built-in method builtins.isinstance}
    12565038    3.525    0.000    3.525    0.000 {method 'translate' of 'str' objects}
    2801123    1.987    0.000    2.769    0.000 re.py:271(_compile)
    2861144    1.821    0.000    1.821    0.000 {method 'match' of 're.Pattern' objects}
    6599454/6598606    1.604    0.000    1.604    0.000 {built-in method builtins.len}
    5742643    1.319    0.000    1.319    0.000 {method 'replace' of 'str' objects}

test3

108040912 function calls (108038085 primitive calls) in 1745.679 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10177    0.207    0.000 1664.526    0.164 crypy_py.py:355(generate_file)
    10177   13.602    0.001 1648.928    0.162 crypy_py.py:334(encrypt_file)
    19935  682.699    0.034  682.699    0.034 {built-in method io.open}
    1524799    4.042    0.000  647.033    0.000 blockalgo.py:187(encrypt)
    1524799  642.991    0.000  642.991    0.000 {method 'encrypt' of '_AES' objects}
    1544733  168.304    0.000  168.304    0.000 {method 'write' of '_io.BufferedWriter' objects}
    1534766  131.997    0.000  131.997    0.000 {method 'read' of '_io.BufferedReader' objects}
    10178    1.248    0.000   48.312    0.005 crypy_py.py:29(find_files)
    2861144    3.160    0.000   46.819    0.000 fnmatch.py:19(fnmatch)
    2861144    3.487    0.000   33.750    0.000 fnmatch.py:64(fnmatchcase)
    10177    0.048    0.000   32.840    0.003 crypy_py.py:16(delete_file)
    10177   32.791    0.003   32.791    0.003 {built-in method nt.remove}
    2801123    2.925    0.000   28.195    0.000 fnmatch.py:38(_compile_pattern)
    2801123    8.991    0.000   20.796    0.000 fnmatch.py:74(translate)
